property_title,property_location,property_price,property_features,property_link
MINI FLAT FLAT / APARTMENT FOR RENT AGO PALACE OKOTA LAGOS,Ago Palace Okota Lagos,"₦ 400,000",bed bath toilet,https://www.propertypro.ng/property/mini-flat-flat-apartment-for-rent-ago-palace-okota-lagos-9DMFN
MINI FLAT FLAT / APARTMENT FOR RENT APPLE JUNCTION AMUWO ODOFIN LAGOS,Apple Junction Amuwo Odofin Lagos,"₦ 750,000",bed bath toilet,https://www.propertypro.ng/property/mini-flat-flat-apartment-for-rent-apple-junction-amuwo-odofin-lagos-2DMAB
3 BEDROOM FLAT / APARTMENT FOR RENT MILLENUIM/UPS GBAGADA LAGOS,Millenuim Ups Gbagada Lagos,"₦ 1,800,000",3 bed 3 bath 3 toilet,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-millenuim-ups-gbagada-lagos-7DLGH
2 BEDROOM FLAT / APARTMENT FOR RENT MILLENUIM/UPS GBAGADA LAGOS,Millenuim Ups Gbagada Lagos,"₦ 1,600,000",2 bed 3 bath 3 toilet,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-millenuim-ups-gbagada-lagos-7DLHD
4 BEDROOM FLAT / APARTMENT FOR RENT AKOKA YABA LAGOS,Akoka Yaba Lagos,"₦ 1,800,000",4 bed 4 bath 4 toilet,https://www.propertypro.ng/property/4-bedroom-flat-apartment-for-rent-akoka-yaba-lagos-9DLXX
5 BEDROOM TERRACED DUPLEX HOUSE FOR RENT BANANA ISLAND IKOYI LAGOS,Banana Island Ikoyi Lagos,"₦ 11,000,000",5 bed 6 bath 6 toilet,https://www.propertypro.ng/property/5-bedroom-terraced-duplex-house-for-rent-banana-island-ikoyi-lagos-7DLWM
SELF CONTAIN FLAT / APARTMENT FOR RENT ABULE-OJA YABA LAGOS,Abule Oja Yaba Lagos,"₦ 300,000",bed bath toilet,https://www.propertypro.ng/property/self-contain-flat-apartment-for-rent-abule-oja-yaba-lagos-5DLXF
3 BEDROOM BLOCKS OF FLATS HOUSE FOR RENT - ADENIYI JONES IKEJA LAGOS,- Adeniyi Jones Ikeja Lagos,"₦ 2,500,000",3 bed 3 bath 4 toilet,https://www.propertypro.ng/property/3-bedroom-blocks-of-flats-house-for-rent-adeniyi-jones-ikeja-lagos-7DCTR
2 BEDROOM BLOCKS OF FLATS HOUSE FOR RENT BARUWA IPAJA LAGOS,Baruwa Ipaja Lagos,"₦ 400,000",2 bed 2 bath 2 toilet,https://www.propertypro.ng/property/2-bedroom-blocks-of-flats-house-for-rent-baruwa-ipaja-lagos-3DFMS
3 BEDROOM BLOCKS OF FLATS HOUSE FOR RENT EGBEDA ALIMOSHO LAGOS,Egbeda Alimosho Lagos,"₦ 600,000",3 bed 3 bath 3 toilet,https://www.propertypro.ng/property/3-bedroom-blocks-of-flats-house-for-rent-egbeda-alimosho-lagos-0CYVH
3 BEDROOM HOUSE FOR RENT PEACE ESTATE BARUWA IPAJA LAGOS,Peace Estate Baruwa Ipaja Lagos,"₦ 450,000",3 bed 3 bath 3 toilet,https://www.propertypro.ng/property/3-bedroom-house-for-rent-peace-estate-baruwa-ipaja-lagos-8DGPH
FLAT / APARTMENT FOR RENT PHASE 2 GBAGADA LAGOS,Phase 2 Gbagada Lagos,"₦ 1,100,000",bed bath toilet,https://www.propertypro.ng/property/flat-apartment-for-rent-phase-2-gbagada-lagos-3DCLE
2 BEDROOM FLAT / APARTMENT FOR RENT TAODAK ESTATE GBAGADA LAGOS,Taodak Estate Gbagada Lagos,"₦ 800,000",2 bed 2 bath 2 toilet,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-taodak-estate-gbagada-lagos-6DCNS
3 BEDROOM FLAT / APARTMENT FOR RENT .. MAGODO GRA PHASE 1 OJODU LAGOS,.. Magodo Gra Phase 1 Ojodu Lagos,"₦ 900,000",3 bed 3 bath 4 toilet,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-magodo-gra-phase-1-ojodu-lagos-9DCNU
BLOCKS OF FLATS HOUSE FOR RENT OGBA BUS-STOP OGBA LAGOS,Ogba Bus Stop Ogba Lagos,"₦ 800,000",bed bath toilet,https://www.propertypro.ng/property/blocks-of-flats-house-for-rent-ogba-bus-stop-ogba-lagos-7DMHN
4 BEDROOM DETACHED DUPLEX HOUSE FOR RENT ELEKO IBEJU-LEKKI LAGOS,Eleko Ibeju Lekki Lagos,"₦ 26,000,000",4 bed 10 bath 10 toilet,https://www.propertypro.ng/property/4-bedroom-detached-duplex-house-for-rent-eleko-ibeju-lekki-lagos-8DCSB
1 BEDROOM MINI FLAT MINI FLAT FLAT / APARTMENT FOR RENT ... ALAPERE KOSOFE/IKOSI LAGOS,... Alapere Kosofe Ikosi Lagos,"₦ 500,000",1 bed 1 bath 1 toilet,https://www.propertypro.ng/property/1-bedroom-mini-flat-mini-flat-flat-apartment-for-rent-alapere-kosofe-ikosi-lagos-4DBXF
1 BEDROOM MINI FLAT SELF CONTAIN FLAT / APARTMENT FOR RENT FOLA AGORO YABA LAGOS,Fola Agoro Yaba Lagos,"₦ 700,000",1 bed 1 bath toilet,https://www.propertypro.ng/property/1-bedroom-mini-flat-self-contain-flat-apartment-for-rent-fola-agoro-yaba-lagos-2DNDR
1 BEDROOM MINI FLAT MINI FLAT FLAT / APARTMENT FOR RENT EBUTE METTA YABA LAGOS,Ebute Metta Yaba Lagos,"₦ 450,000",1 bed 1 bath toilet,https://www.propertypro.ng/property/1-bedroom-mini-flat-mini-flat-flat-apartment-for-rent-ebute-metta-yaba-lagos-3DNDR
2 BEDROOM FLAT / APARTMENT FOR RENT ALAPERE KOSOFE/IKOSI LAGOS,Alapere Kosofe Ikosi Lagos,"₦ 780,000",2 bed 2 bath toilet,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-alapere-kosofe-ikosi-lagos-6DNDN
3 BEDROOM FLAT / APARTMENT FOR RENT ALAPERE KOSOFE/IKOSI LAGOS,Alapere Kosofe Ikosi Lagos,"₦ 800,000",3 bed bath toilet,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-alapere-kosofe-ikosi-lagos-5DNBW
4 BEDROOM HOUSE FOR RENT OSAPA OSAPA LONDON LEKKI LAGOS,Osapa Osapa London Lekki Lagos,"₦ 100,000,000",4 bed 4 bath 5 toilet,https://www.propertypro.ng/property/4-bedroom-house-for-rent-osapa-osapa-london-lekki-lagos-5CFRN
OFFICE SPACE FOR RENT EKO AKETE ABIJO AJAH LAGOS,Eko Akete Abijo Ajah Lagos,"₦ 4,000,000",bed bath 3 toilet,https://www.propertypro.ng/property/office-space-for-rent-eko-akete-abijo-ajah-lagos-6CGDY
5 BEDROOM TERRACE FOR RENT CHISCO IKATE LEKKI LAGOS,Chisco Ikate Lekki Lagos,"₦ 3,500,000",5 bed 5 bath 6 toilet,https://www.propertypro.ng/property/5-bedroom-terrace-for-rent-chisco-ikate-lekki-lagos-5CENA
SHOP COMMERCIAL PROPERTY FOR RENT AJAYI ROAD......... OGBA LAGOS,Ajayi Road......... Ogba Lagos,"₦ 600,000",bed bath toilet,https://www.propertypro.ng/property/shop-commercial-property-for-rent-ajayi-road-ogba-lagos-2DHXF
3 BEDROOM FLAT / APARTMENT FOR RENT -ISHERI........ BERGER OJODU LAGOS,-Isheri........ Berger Ojodu Lagos,"₦ 900,000",3 bed 4 bath 4 toilet,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-isheri-berger-ojodu-lagos-9DHXF
2 BEDROOM FLAT / APARTMENT FOR RENT BESIDE OJODU GRAMMAR SCH.AREA......... OJODU LAGOS,Beside Ojodu Grammar Sch.Area......... Ojodu Lagos,"₦ 500,000",2 bed 2 bath 2 toilet,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-beside-ojodu-grammar-scharea-ojodu-lagos-1DGWN
"3 BEDROOM FLAT / APARTMENT FOR RENT WESTERN AREA,MAGODO GRA ISHERI......... BERGER OJODU LAGOS","Western Area,Magodo Gra Isheri......... Berger Ojodu Lagos","₦ 850,000",3 bed 4 bath 4 toilet,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-western-areamagodo-gra-isheri-berger-ojodu-lagos-5DMZG
3 BEDROOM BLOCKS OF FLATS HOUSE FOR RENT SPG ROAD OLOGOLO LEKKI LAGOS,Spg Road Ologolo Lekki Lagos,"₦ 1,400,000",3 bed 3 bath 4 toilet,https://www.propertypro.ng/property/3-bedroom-blocks-of-flats-house-for-rent-spg-road-ologolo-lekki-lagos-5CWZP
3 BEDROOM FLAT / APARTMENT FOR RENT GBOLA SALAMI AGUNGI LEKKI LAGOS,Gbola Salami Agungi Lekki Lagos,"₦ 2,000,000",3 bed 3 bath 4 toilet,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-gbola-salami-agungi-lekki-lagos-2CXAP
3 BEDROOM SEMI DETACHED DUPLEX HOUSE FOR RENT KANAL RESIDENCE OSAPA LONDON LEKKI LAGOS,Kanal Residence Osapa London Lekki Lagos,"₦ 3,000,000",3 bed 4 bath 5 toilet,https://www.propertypro.ng/property/3-bedroom-semi-detached-duplex-house-for-rent-kanal-residence-osapa-london-lekki-lagos-3CUVD
"4 BEDROOM DETACHED DUPLEX HOUSE FOR RENT LUCKY OSUJIE, LEKKI PALM CITY ESTATE ADO AJAH LAGOS","Lucky Osujie, Lekki Palm City Estate Ado Ajah Lagos","₦ 2,000,000",4 bed 4 bath 5 toilet,https://www.propertypro.ng/property/4-bedroom-detached-duplex-house-for-rent-lucky-osujie-lekki-palm-city-estate-ado-ajah-lagos-1CVEE
4 BEDROOM FLAT / APARTMENT FOR RENT ORCHID ROAD IKOTA LEKKI LAGOS,Orchid Road Ikota Lekki Lagos,"₦ 2,500,000",4 bed 4 bath 5 toilet,https://www.propertypro.ng/property/4-bedroom-flat-apartment-for-rent-orchid-road-ikota-lekki-lagos-8CVEG
3 BEDROOM FLAT / APARTMENT FOR RENT PRIMEWATER ESTATE IKATE LEKKI LAGOS,Primewater Estate Ikate Lekki Lagos,"₦ 2,500,000",3 bed 3 bath 4 toilet,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-primewater-estate-ikate-lekki-lagos-8CKUJ
5 BEDROOM DETACHED DUPLEX HOUSE FOR RENT EMERALD ESTATE OFF MOBIL ROAD ILAJE AJAH LAGOS,Emerald Estate Off Mobil Road Ilaje Ajah Lagos,"₦ 2,500,000",5 bed 5 bath 6 toilet,https://www.propertypro.ng/property/5-bedroom-detached-duplex-house-for-rent-emerald-estate-off-mobil-road-ilaje-ajah-lagos-6CVTL
1 BEDROOM MINI FLAT FLAT / APARTMENT FOR RENT OFF ADMIRALTY ROAD LEKKI PHASE 1 LEKKI LAGOS,Off Admiralty Road Lekki Phase 1 Lekki Lagos,"₦ 1,400,000",1 bed 1 bath 1 toilet,https://www.propertypro.ng/property/1-bedroom-mini-flat-flat-apartment-for-rent-off-admiralty-road-lekki-phase-1-lekki-lagos-1CYJM
1 BEDROOM MINI FLAT OFFICE SPACE COMMERCIAL PROPERTY FOR RENT LEKKI PHASE 1 LEKKI PHASE 1 LEKKI LAGOS,Lekki Phase 1 Lekki Phase 1 Lekki Lagos,"₦ 1,500,000",1 bed 1 bath 1 toilet,https://www.propertypro.ng/property/1-bedroom-mini-flat-office-space-commercial-property-for-rent-lekki-phase-1-lekki-phase-1-lekki-lagos-9DMUW
4 BEDROOM SEMI DETACHED DUPLEX HOUSE FOR RENT ALTERNATIVE CHEVRON LEKKI LAGOS,Alternative Chevron Lekki Lagos,"₦ 4,000,000",4 bed 4 bath 5 toilet,https://www.propertypro.ng/property/4-bedroom-semi-detached-duplex-house-for-rent-alternative-chevron-lekki-lagos-7DNBR
5 BEDROOM SEMI DETACHED DUPLEX HOUSE FOR RENT CARLTON GATE ESTATE CHEVRON LEKKI LAGOS,Carlton Gate Estate Chevron Lekki Lagos,"₦ 5,000,000",5 bed 5 bath 6 toilet,https://www.propertypro.ng/property/5-bedroom-semi-detached-duplex-house-for-rent-carlton-gate-estate-chevron-lekki-lagos-2DLYR
4 BEDROOM TERRACED DUPLEX HOUSE FOR RENT CLOSE TO ABRAHAM ADESANYA ABRAHAM ADESANYA ESTATE AJAH LAGOS,Close To Abraham Adesanya Abraham Adesanya Estate Ajah Lagos,"₦ 1,800,000",4 bed 4 bath 5 toilet,https://www.propertypro.ng/property/4-bedroom-terraced-duplex-house-for-rent-close-to-abraham-adesanya-abraham-adesanya-estate-ajah-lagos-7DMUU
3 BEDROOM FLAT / APARTMENT FOR RENT OFF GBANGBALA STREET IKATE LEKKI LAGOS,Off Gbangbala Street Ikate Lekki Lagos,"₦ 2,500,000",3 bed 3 bath 4 toilet,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-off-gbangbala-street-ikate-lekki-lagos-5DGRB
1 BEDROOM MINI FLAT SELF CONTAIN FLAT / APARTMENT FOR RENT ABIKE ANIMASEHUN LEKKI PHASE 1 LEKKI LAGOS,Abike Animasehun Lekki Phase 1 Lekki Lagos,"₦ 850,000",1 bed 1 bath 1 toilet,https://www.propertypro.ng/property/1-bedroom-mini-flat-self-contain-flat-apartment-for-rent-abike-animasehun-lekki-phase-1-lekki-lagos-7DLPW
1 BEDROOM MINI FLAT MINI FLAT FLAT / APARTMENT FOR RENT JACOB CRESCENT LEKKI PHASE 1 LEKKI LAGOS,Jacob Crescent Lekki Phase 1 Lekki Lagos,"₦ 1,700,000",1 bed 1 bath 1 toilet,https://www.propertypro.ng/property/1-bedroom-mini-flat-mini-flat-flat-apartment-for-rent-jacob-crescent-lekki-phase-1-lekki-lagos-5DLPX
4 BEDROOM DETACHED DUPLEX HOUSE FOR RENT OMOLE PHASE 2 OMOLE PHASE 2 OJODU LAGOS,Omole Phase 2 Omole Phase 2 Ojodu Lagos,"₦ 58,000,000",4 bed 4 bath 5 toilet,https://www.propertypro.ng/property/4-bedroom-detached-duplex-house-for-rent-omole-phase-2-omole-phase-2-ojodu-lagos-0DMNT
OFFICE SPACE COMMERCIAL PROPERTY FOR RENT GBAGADA IFAKO-GBAGADA GBAGADA LAGOS,Gbagada Ifako Gbagada Gbagada Lagos,"₦ 1,200,000",bed bath toilet,https://www.propertypro.ng/property/office-space-commercial-property-for-rent-gbagada-ifako-gbagada-gbagada-lagos-5DJDJ
2 BEDROOM FLAT / APARTMENT FOR RENT MELLENIUM ESTATE GBAGADA PHASE 1 GBAGADA LAGOS,Mellenium Estate Gbagada Phase 1 Gbagada Lagos,"₦ 1,200,000",2 bed 2 bath 3 toilet,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-mellenium-estate-gbagada-phase-1-gbagada-lagos-1DKMA
4 BEDROOM SEMI DETACHED DUPLEX HOUSE FOR RENT OFF ALLEN IKEJA BALOGUN IKEJA LAGOS,Off Allen Ikeja Balogun Ikeja Lagos,"₦ 2,900,000",4 bed 3 bath 4 toilet,https://www.propertypro.ng/property/4-bedroom-semi-detached-duplex-house-for-rent-off-allen-ikeja-balogun-ikeja-lagos-6DKFC
3 BEDROOM TERRACED DUPLEX HOUSE FOR RENT OSAPA LONDON LEKKI LAGOS,Osapa London Lekki Lagos,"₦ 3,500,000",3 bed 3 bath 3 toilet,https://www.propertypro.ng/property/3-bedroom-terraced-duplex-house-for-rent-osapa-london-lekki-lagos-5DFBD
OFFICE SPACE COMMERCIAL PROPERTY FOR RENT BODE THOMAS SURULERE LAGOS,Bode Thomas Surulere Lagos,"₦ 8,000,000",bed 10 bath toilet,https://www.propertypro.ng/property/office-space-commercial-property-for-rent-bode-thomas-surulere-lagos-2DEXX
LAND FOR RENT BERGER OJODU LAGOS,Berger Ojodu Lagos,"₦ 50,000,000",bed bath toilet,https://www.propertypro.ng/property/land-for-rent-berger-ojodu-lagos-2DEVB
OFFICE SPACE COMMERCIAL PROPERTY FOR RENT LEKKI PHASE 1 LEKKI LAGOS,Lekki Phase 1 Lekki Lagos,"₦ 15,000,000",bed bath toilet,https://www.propertypro.ng/property/office-space-commercial-property-for-rent-lekki-phase-1-lekki-lagos-4DLXA
5 BEDROOM DETACHED DUPLEX HOUSE FOR RENT 2ND TOLL GATE LEKKI LAGOS,2nd Toll Gate Lekki Lagos,"₦ 4,500,000",5 bed 6 bath 6 toilet,https://www.propertypro.ng/property/5-bedroom-detached-duplex-house-for-rent-2nd-toll-gate-lekki-lagos-0DEZB
2 BEDROOM FLAT / APARTMENT FOR RENT ADO AJAH LAGOS,Ado Ajah Lagos,"₦ 1,000,000",2 bed 2 bath 3 toilet,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-ado-ajah-lagos-4DJKT
3 BEDROOM FLAT / APARTMENT FOR RENT AJAO ESTATE ANTHONY VILLAGE MARYLAND LAGOS,Ajao Estate Anthony Village Maryland Lagos,"₦ 2,000,000",3 bed 3 bath 4 toilet,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-ajao-estate-anthony-village-maryland-lagos-1DKPZ
3 BEDROOM FLAT / APARTMENT FOR RENT OGUDU GRA OGUDU LAGOS,Ogudu Gra Ogudu Lagos,"₦ 2,000,000",3 bed 3 bath 4 toilet,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-ogudu-gra-ogudu-lagos-3DKPZ
3 BEDROOM FLAT / APARTMENT FOR RENT PARKVIEW ESTATE IKOYI LAGOS,Parkview Estate Ikoyi Lagos,"₦ 4,000,000",3 bed bath toilet,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-parkview-estate-ikoyi-lagos-0DKGW
1 BEDROOM MINI FLAT MINI FLAT FLAT / APARTMENT FOR RENT OJODU LAGOS,Ojodu Lagos,"₦ 300,000",1 bed 1 bath toilet,https://www.propertypro.ng/property/1-bedroom-mini-flat-mini-flat-flat-apartment-for-rent-ojodu-lagos-3DMUH
3 BEDROOM FLAT / APARTMENT FOR RENT LEKKI LAGOS,Lekki Lagos,"₦ 3,000,000",3 bed 3 bath 4 toilet,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-lekki-lagos-1DMYZ
3 BEDROOM FLAT / APARTMENT FOR RENT IKEJA GRA IKEJA LAGOS,Ikeja Gra Ikeja Lagos,"₦ 7,000,000",3 bed 3 bath 5 toilet,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-ikeja-gra-ikeja-lagos-8DMSS
"WAREHOUSE COMMERCIAL PROPERTY FOR RENT LAKOWE TOWN UNDER IBEJU LEKKI EPE EXPRESS WAY, FACING EXPRESS LAKOWE AJAH LAGOS","Lakowe Town Under Ibeju Lekki Epe Express Way, Facing Express Lakowe Ajah Lagos","₦ 9,000,000",bed bath toilet,https://www.propertypro.ng/property/warehouse-commercial-property-for-rent-lakowe-town-under-ibeju-lekki-epe-express-way-facing-express-lakowe-ajah-lagos-5DGGY
3 BEDROOM FLAT / APARTMENT FOR RENT AJAO ESTATE ISOLO. LAGOS MAINLAND AJAO ESTATE ISOLO LAGOS,Ajao Estate Isolo. Lagos Mainland Ajao Estate Isolo Lagos,"₦ 1,000,000",3 bed 3 bath 4 toilet,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-ajao-estate-isolo-lagos-mainland-ajao-estate-isolo-lagos-9DKJD
1 BEDROOM MINI FLAT FLAT / APARTMENT FOR RENT OSAPA LONDON LEKKI LAGOS,Osapa London Lekki Lagos,"₦ 950,000",1 bed bath toilet,https://www.propertypro.ng/property/1-bedroom-mini-flat-flat-apartment-for-rent-osapa-london-lekki-lagos-6CZMH
3 BEDROOM FLAT / APARTMENT FOR RENT AGO PALACE OKOTA LAGOS,Ago Palace Okota Lagos,"₦ 700,000",3 bed 3 bath 3 toilet,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-ago-palace-okota-lagos-1DLKD
3 BEDROOM FLAT / APARTMENT FOR RENT PHASE 2 GBAGADA LAGOS,Phase 2 Gbagada Lagos,"₦ 1,800,000",3 bed bath toilet,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-phase-2-gbagada-lagos-0DNKR
"2 BEDROOM FLAT / APARTMENT FOR RENT LAMBE STREET, OFF AGO PALACE OKOTA ISOLO LAGOS","Lambe Street, Off Ago Palace Okota Isolo Lagos","₦ 750,000",2 bed 3 bath 3 toilet,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-lambe-street-off-ago-palace-okota-isolo-lagos-3DMVN
2 BEDROOM BLOCKS OF FLATS HOUSE FOR RENT IKOTA VILLA IKOTA LEKKI LAGOS,Ikota Villa Ikota Lekki Lagos,"₦ 1,500,000",2 bed 2 bath 3 toilet,https://www.propertypro.ng/property/2-bedroom-blocks-of-flats-house-for-rent-ikota-villa-ikota-lekki-lagos-4CXTB
2 BEDROOM FLAT / APARTMENT FOR RENT PARKVIEW ESTATE AGO PALACE OKOTA LAGOS,Parkview Estate Ago Palace Okota Lagos,"₦ 700,000",2 bed 2 bath 3 toilet,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-parkview-estate-ago-palace-okota-lagos-2DDZC
2 BEDROOM FLAT / APARTMENT FOR RENT OFF ADMIRALTY WAY LEKKI PHASE 1 LEKKI LAGOS,Off Admiralty Way Lekki Phase 1 Lekki Lagos,"₦ 2,000,000",2 bed 2 bath 3 toilet,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-off-admiralty-way-lekki-phase-1-lekki-lagos-7DCDC
1 BEDROOM MINI FLAT SELF CONTAIN FLAT / APARTMENT FOR RENT OFF ORCHID HOTEL ROAD CHEVRON LEKKI LAGOS,Off Orchid Hotel Road Chevron Lekki Lagos,"₦ 500,000",1 bed 1 bath 1 toilet,https://www.propertypro.ng/property/1-bedroom-mini-flat-self-contain-flat-apartment-for-rent-off-orchid-hotel-road-chevron-lekki-lagos-1DCEJ
SHOP COMMERCIAL PROPERTY FOR RENT BERGER OJODU LAGOS,Berger Ojodu Lagos,"₦ 300,000",bed bath toilet,https://www.propertypro.ng/property/shop-commercial-property-for-rent-berger-ojodu-lagos-3DAMF
3 BEDROOM FLAT / APARTMENT FOR RENT PONLE EGBEDA LAGOS EGBEDA ALIMOSHO LAGOS,Ponle Egbeda Lagos Egbeda Alimosho Lagos,"₦ 650,000",3 bed 4 bath 4 toilet,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-ponle-egbeda-lagos-egbeda-alimosho-lagos-7DBJV
"3 BEDROOM FLAT / APARTMENT FOR RENT -FEMINAR ESTATE,OLOWORA....... BERGER OJODU LAGOS","-Feminar Estate,Olowora....... Berger Ojodu Lagos","₦ 900,000",3 bed 3 bath 3 toilet,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-feminar-estateolowora-berger-ojodu-lagos-1DGML
1 BEDROOM MINI FLAT MINI FLAT FLAT / APARTMENT FOR RENT AGUDA...... AGUDA(OGBA) OGBA LAGOS,Aguda...... Aguda(Ogba) Ogba Lagos,"₦ 320,000",1 bed 1 bath 1 toilet,https://www.propertypro.ng/property/1-bedroom-mini-flat-mini-flat-flat-apartment-for-rent-aguda-agudaogba-ogba-lagos-2DBEM
2 BEDROOM FLAT / APARTMENT FOR RENT ALLI STREET..... AJAYI ROAD OGBA LAGOS,Alli Street..... Ajayi Road Ogba Lagos,"₦ 1,000,000",2 bed 3 bath 3 toilet,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-alli-street-ajayi-road-ogba-lagos-9DBMQ
1 BEDROOM MINI FLAT MINI FLAT FLAT / APARTMENT FOR RENT ONIKE ONIKE YABA LAGOS,Onike Onike Yaba Lagos,"₦ 600,000",1 bed 1 bath 1 toilet,https://www.propertypro.ng/property/1-bedroom-mini-flat-mini-flat-flat-apartment-for-rent-onike-onike-yaba-lagos-3DLXU
1 BEDROOM MINI FLAT STUDIO APARTMENT FLAT / APARTMENT FOR RENT OLOWORA........ BERGER OJODU LAGOS,Olowora........ Berger Ojodu Lagos,"₦ 250,000",1 bed 1 bath 1 toilet,https://www.propertypro.ng/property/1-bedroom-mini-flat-studio-apartment-flat-apartment-for-rent-olowora-berger-ojodu-lagos-1DMZC
5 BEDROOM SEMI DETACHED DUPLEX HOUSE FOR RENT OFF OLA DIMEJI ALO LEKKI PHASE 1 LEKKI LAGOS,Off Ola Dimeji Alo Lekki Phase 1 Lekki Lagos,"₦ 5,500,000",5 bed 5 bath 6 toilet,https://www.propertypro.ng/property/5-bedroom-semi-detached-duplex-house-for-rent-off-ola-dimeji-alo-lekki-phase-1-lekki-lagos-0CUEV
3 BEDROOM FLAT / APARTMENT FOR RENT AJAYI ROAD OGBA LAGOS,Ajayi Road Ogba Lagos,"₦ 800,000",3 bed bath toilet,https://www.propertypro.ng/property/3-bedroom-flat-apartment-for-rent-ajayi-road-ogba-lagos-5DLES
2 BEDROOM FLAT / APARTMENT FOR RENT OFF TF KUBOYE ONIRU VICTORIA ISLAND LAGOS,Off Tf Kuboye Oniru Victoria Island Lagos,"₦ 1,800,000",2 bed 2 bath 3 toilet,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-off-tf-kuboye-oniru-victoria-island-lagos-0DCDC
1 BEDROOM MINI FLAT SELF CONTAIN FLAT / APARTMENT FOR RENT CHEVRON LEKKI LAGOS,Chevron Lekki Lagos,"₦ 650,000",1 bed 1 bath 1 toilet,https://www.propertypro.ng/property/1-bedroom-mini-flat-self-contain-flat-apartment-for-rent-chevron-lekki-lagos-7DDNG
1 BEDROOM MINI FLAT MINI FLAT FLAT / APARTMENT FOR RENT ONIKE AREA ONIKE YABA LAGOS,Onike Area Onike Yaba Lagos,"₦ 600,000",1 bed 2 bath 2 toilet,https://www.propertypro.ng/property/1-bedroom-mini-flat-mini-flat-flat-apartment-for-rent-onike-area-onike-yaba-lagos-5DMSC
2 BEDROOM BLOCKS OF FLATS HOUSE FOR RENT AINA MORGAN ESTATE OJODU LAGOS,Aina Morgan Estate Ojodu Lagos,"₦ 500,000",2 bed 2 bath 3 toilet,https://www.propertypro.ng/property/2-bedroom-blocks-of-flats-house-for-rent-aina-morgan-estate-ojodu-lagos-8DCBU
1 BEDROOM MINI FLAT SHOP COMMERCIAL PROPERTY FOR RENT LEKKI PHASE 1 LEKKI LAGOS,Lekki Phase 1 Lekki Lagos,"₦ 2,000,000",1 bed 1 bath 1 toilet,https://www.propertypro.ng/property/1-bedroom-mini-flat-shop-commercial-property-for-rent-lekki-phase-1-lekki-lagos-2DJUU
2 BEDROOM FLAT / APARTMENT FOR RENT AGO PALACE OKOTA LAGOS,Ago Palace Okota Lagos,"₦ 600,000",2 bed 2 bath 3 toilet,https://www.propertypro.ng/property/2-bedroom-flat-apartment-for-rent-ago-palace-okota-lagos-6DKJX
6 BEDROOM SHOP IN A MALL COMMERCIAL PROPERTY FOR RENT VICTORIA ISLAND EXTENSION VICTORIA ISLAND LAGOS,Victoria Island Extension Victoria Island Lagos,"₦ 30,000,000",6 bed 6 bath 4 toilet,https://www.propertypro.ng/property/6-bedroom-shop-in-a-mall-commercial-property-for-rent-victoria-island-extension-victoria-island-lagos-3DMQS
3 BEDROOM OFFICE SPACE COMMERCIAL PROPERTY FOR RENT ADEBOLA SURULERE LAGOS,Adebola Surulere Lagos,"₦ 1,700,000",3 bed bath toilet,https://www.propertypro.ng/property/3-bedroom-office-space-commercial-property-for-rent-adebola-surulere-lagos-4DKEP
1 BEDROOM MINI FLAT MINI FLAT FLAT / APARTMENT FOR RENT PALMGROOVE SHOMOLU LAGOS,Palmgroove Shomolu Lagos,"₦ 500,000",1 bed bath toilet,https://www.propertypro.ng/property/1-bedroom-mini-flat-mini-flat-flat-apartment-for-rent-palmgroove-shomolu-lagos-5DLSP
